rows,duration,AccelX_mean,AccelX_std,AccelX_max,AccelX_min,AccelX_range,AccelX_median,AccelY_mean,AccelY_std,AccelY_max,AccelY_min,AccelY_range,AccelY_median,AccelZ_mean,AccelZ_std,AccelZ_max,AccelZ_min,AccelZ_range,AccelZ_median,GyroX_mean,GyroX_std,GyroX_max,GyroX_min,GyroX_range,GyroX_median,GyroY_mean,GyroY_std,GyroY_max,GyroY_min,GyroY_range,GyroY_median,GyroZ_mean,GyroZ_std,GyroZ_max,GyroZ_min,GyroZ_range,GyroZ_median,Total_A_mean,Total_A_std,Total_A_max,Total_A_min,Total_A_range,Total_A_median,A_peak,A_mean,A_std,A_range,A_min,A_peak_index_ratio,gyro_abs_peak,gyro_abs_mean,accel_abs_peak,accel_abs_mean,AccelX_first,AccelX_last,AccelX_delta,AccelY_first,AccelY_last,AccelY_delta,AccelZ_first,AccelZ_last,AccelZ_delta,GyroX_first,GyroX_last,GyroX_delta,GyroY_first,GyroY_last,GyroY_delta,GyroZ_first,GyroZ_last,GyroZ_delta,source_file,label,label_name
21,4.0,0.09142857142857143,0.11372272043376884,0.29,-0.14,0.43,0.09,-0.88,0.23943683927081896,-0.4,-1.28,0.88,-0.89,-0.39952380952380956,0.13078517463673742,-0.18,-0.67,0.49000000000000005,-0.4,13.181904761904761,23.426389311852482,61.81,-40.97,102.78,14.42,-62.79761904761905,52.848987776944405,22.79,-144.54,167.32999999999998,-80.86,-22.986666666666668,33.698576280509734,42.75,-82.73,125.48,-19.07,0.9861904761904763,0.23661099278089748,1.4,0.58,0.82,0.98,1.4,0.9861904761904763,0.23661099278089748,0.82,0.58,0.1,144.54,75.27952380952381,1.28,0.88,0.21,0.29,0.07999999999999999,-0.66,-0.88,-0.21999999999999997,-0.47,-0.59,-0.12,-8.98,25.51,34.49,22.79,-129.06,-151.85,42.69,-47.05,-89.74,normal_604.csv,0,normal
23,4.3999998569488525,0.09913043478260866,0.11496691395504981,0.42,-0.09,0.51,0.08,-0.8839130434782608,0.23891305246954636,-0.5,-1.35,0.8500000000000001,-0.85,-0.4256521739130435,0.16081683784967413,0.01,-0.8,0.81,-0.43,11.77,25.50708849783455,67.05,-48.65,115.69999999999999,12.88,-70.8304347826087,37.75816257064772,3.18,-140.61,143.79000000000002,-84.03,-23.64695652173913,29.586021336063823,30.63,-74.57,105.19999999999999,-34.47,1.0069565217391305,0.22806368294461282,1.57,0.66,0.91,0.99,1.57,1.0069565217391305,0.22806368294461282,0.91,0.66,0.13636363636363635,140.61,75.71434782608696,1.35,0.8839130434782608,0.42,0.03,-0.39,-1.14,-1.0,0.1399999999999999,-0.6,-0.45,0.14999999999999997,8.66,35.02,26.360000000000003,-3.31,-21.0,-17.69,-5.29,-36.82,-31.53,normal_605.csv,0,normal
25,4.789999961853027,0.12719999999999998,0.17619875141441838,0.52,-0.55,1.07,0.14,-0.932,0.2061754915923164,-0.61,-1.56,0.9500000000000001,-0.93,-0.14880000000000002,0.36951905679319613,1.14,-0.72,1.8599999999999999,-0.13,1.1600000000000006,41.528801953182644,115.8,-77.67,193.47,-3.17,6.8252,34.076076177674366,87.46,-101.07,188.52999999999997,7.92,3.1652000000000013,34.597511124356906,124.32,-88.92,213.24,-0.37,1.0231999999999999,0.2562505284547396,2.01,0.64,1.3699999999999997,0.99,2.01,1.0231999999999999,0.2562505284547396,1.3699999999999997,0.64,0.4166666666666667,124.32,41.251599999999996,1.56,0.932,0.22,0.05,-0.16999999999999998,-0.78,-0.88,-0.09999999999999998,-0.3,-0.2,0.09999999999999998,-3.17,-77.67,-74.5,16.99,-17.18,-34.17,-7.4,-0.37,7.03,normal_606.csv,0,normal
24,4.609999895095825,0.11708333333333333,0.10036798236518442,0.38,-0.09,0.47,0.11499999999999999,-0.9316666666666666,0.10353183365376152,-0.68,-1.08,0.4,-0.94,-0.11583333333333334,0.2917103486958114,0.35,-0.65,1.0,-0.08,-1.5666666666666675,36.505749239485986,67.44,-67.37,134.81,-0.31999999999999995,-1.6158333333333335,10.403373999799783,13.35,-28.44,41.79,1.23,0.5945833333333334,15.657690423049562,30.06,-43.27,73.33,3.6050000000000004,0.9954166666666667,0.09287575462466754,1.2,0.81,0.3899999999999999,0.99,1.2,0.9954166666666667,0.09287575462466754,0.3899999999999999,0.81,0.30434782608695654,67.44,30.419166666666666,1.08,0.9316666666666666,0.01,0.1,0.09000000000000001,-0.97,-1.06,-0.09000000000000008,-0.34,-0.27,0.07,40.47,-67.37,-107.84,-0.67,7.52,8.19,-5.22,13.32,18.54,normal_607.csv,0,normal
21,4.0,0.09809523809523812,0.06185620806508006,0.25,-0.01,0.26,0.08,-0.9295238095238095,0.2148133187322469,-0.54,-1.71,1.17,-0.92,0.025238095238095243,0.36735022863228284,0.37,-0.74,1.1099999999999999,0.25,4.3619047619047615,53.99304127561696,137.61,-90.47,228.08,-2.18,-2.8899999999999997,11.161455102270493,31.69,-17.59,49.28,-5.87,1.2652380952380953,11.65200309777148,21.17,-32.44,53.61,1.24,1.0023809523809524,0.21577545647975727,1.77,0.64,1.13,0.97,1.77,1.0023809523809524,0.21577545647975727,1.13,0.64,0.35,137.61,37.39333333333333,1.71,0.9295238095238095,0.14,0.08,-0.06000000000000001,-1.11,-0.82,0.29000000000000015,-0.32,0.23,0.55,15.13,-44.46,-59.59,0.11,-7.41,-7.5200000000000005,4.91,7.6,2.6899999999999995,normal_608.csv,0,normal
19,3.6000001430511475,0.10315789473684212,0.08386845729268526,0.3,-0.02,0.32,0.11,-0.8978947368421052,0.0974439409990529,-0.71,-1.1,0.3900000000000001,-0.93,-0.06947368421052631,0.41597908179526055,0.55,-0.82,1.37,0.12,-6.686315789473682,39.40644916346199,69.47,-74.6,144.07,-4.03,-3.5063157894736845,10.117964337710491,12.44,-26.73,39.17,-4.36,3.8815789473684212,14.432658284120734,52.04,-26.45,78.49,3.08,0.993157894736842,0.12174895078621363,1.33,0.84,0.4900000000000001,0.98,1.33,0.993157894736842,0.12174895078621363,0.4900000000000001,0.84,0.3333333333333333,74.6,32.026315789473685,1.1,0.8978947368421052,0.16,0.05,-0.11,-0.93,-0.9,0.030000000000000027,-0.19,0.03,0.22,4.3,-65.32,-69.61999999999999,-4.53,-13.79,-9.259999999999998,-2.76,-2.89,-0.13000000000000034,normal_609.csv,0,normal
21,4.009999990463257,0.09571428571428572,0.08364038669036798,0.32,-0.03,0.35,0.07,-0.8595238095238096,0.10832710604812586,-0.6,-1.08,0.4800000000000001,-0.89,-0.04809523809523809,0.42697329012034285,0.36,-0.69,1.0499999999999998,0.23,14.991904761904758,42.93640245980649,105.83,-58.17,164.0,0.84,-1.5285714285714287,12.078290560221793,39.69,-21.47,61.16,-1.35,-1.0242857142857138,9.883901846653766,28.14,-17.93,46.07,-2.0,0.9657142857142857,0.09271307505262831,1.3,0.86,0.44000000000000006,0.96,1.3,0.9657142857142857,0.09271307505262831,0.44000000000000006,0.86,0.35,105.83,30.09047619047619,1.08,0.861904761904762,0.23,0.07,-0.16,-0.91,-0.85,0.06000000000000005,-0.41,0.25,0.6599999999999999,17.28,-6.1,-23.380000000000003,-15.89,-9.5,6.390000000000001,-11.04,-3.5,7.539999999999999,normal_610.csv,0,normal
22,4.119999885559082,0.1386363636363636,0.10620265688298164,0.43,-0.04,0.47,0.13,-0.8640909090909091,0.10144945215224842,-0.65,-0.98,0.32999999999999996,-0.905,-0.1986363636363636,0.39343778420900305,0.3,-0.94,1.24,-0.25,11.841818181818185,46.1010525276359,140.46,-52.91,193.37,-3.075,0.16409090909090882,12.078424155765523,27.58,-31.05,58.629999999999995,-1.175,3.411363636363636,9.713829265759669,30.27,-15.68,45.95,1.43,0.9813636363636365,0.11059559340853184,1.26,0.72,0.54,0.97,1.26,0.9813636363636365,0.11059559340853184,0.54,0.72,0.5238095238095238,140.46,29.24636363636364,0.98,0.8736363636363638,0.07,0.06,-0.010000000000000009,-0.67,-0.92,-0.25,-0.23,0.26,0.49,55.76,-2.4,-58.16,4.21,-2.68,-6.890000000000001,4.63,-0.98,-5.609999999999999,normal_611.csv,0,normal
23,4.400000095367432,0.2082608695652174,0.15449778385915866,0.46,-0.08,0.54,0.2,-0.8682608695652172,0.19492777622664254,-0.5,-1.21,0.71,-0.86,-0.3517391304347825,0.16905222898998468,-0.03,-0.71,0.6799999999999999,-0.33,15.73608695652174,46.20037669456135,136.42,-85.08,221.5,10.94,-15.590434782608698,80.67745085880627,107.13,-183.44,290.57,-4.83,-4.1256521739130445,32.465613952735644,64.83,-72.91,137.74,-4.41,0.9869565217391304,0.18633876243914407,1.27,0.57,0.7000000000000001,1.0,1.27,0.9869565217391304,0.18633876243914407,0.7000000000000001,0.57,0.18181818181818182,183.44,73.97999999999999,1.21,0.8682608695652172,0.2,0.46,0.26,-0.73,-0.86,-0.13,-0.5,-0.33,0.16999999999999998,-0.54,-13.82,-13.280000000000001,37.97,-72.59,-110.56,49.92,-22.01,-71.93,normal_612.csv,0,normal
22,4.200000047683716,0.26,0.20461345670963743,0.67,-0.11,0.78,0.275,-0.8995454545454546,0.2012455801993762,-0.56,-1.35,0.79,-0.905,-0.4327272727272728,0.27457641521479553,0.1,-1.06,1.1600000000000001,-0.43,-2.733181818181819,49.45174765907466,105.24,-127.08,232.32,-5.05,2.9640909090909076,92.20201607438864,125.53,-193.23,318.76,14.329999999999998,-4.02909090909091,47.30074175488974,87.99,-109.57,197.56,8.075,1.0799999999999998,0.2222182539328225,1.6,0.74,0.8600000000000001,1.045,1.6,1.0799999999999998,0.2222182539328225,0.8600000000000001,0.74,0.47619047619047616,193.23,77.88727272727273,1.35,0.9090909090909091,0.43,0.39,-0.03999999999999998,-0.95,-0.97,-0.020000000000000018,-0.23,-0.19,0.04000000000000001,-47.51,-9.67,37.839999999999996,87.19,-52.55,-139.74,8.05,-14.68,-22.73,normal_613.csv,0,normal
21,4.009999990463257,0.11761904761904762,0.22110867829881217,0.6,-0.36,0.96,0.11,-0.7685714285714286,0.880944298547222,0.43,-2.0,2.43,-0.78,-0.3419047619047619,0.3267050511947902,0.18,-0.9,1.08,-0.36,-4.084285714285714,38.35833371921003,100.49,-59.7,160.19,-0.76,9.940000000000001,20.4399960861053,52.48,-30.89,83.37,9.82,7.56047619047619,29.79440509159236,70.22,-32.48,102.69999999999999,4.24,1.0476190476190477,0.7345332175055446,2.2,0.13,2.0700000000000003,0.78,2.2,1.0476190476190477,0.7345332175055446,2.0700000000000003,0.13,0.1,100.49,38.58,2.0,0.9414285714285714,0.22,0.2,-0.01999999999999999,-1.53,-0.78,0.75,-0.87,-0.52,0.35,10.29,19.5,9.21,-30.89,7.5,38.39,-8.69,1.3,9.99,normal_614.csv,0,normal
20,3.8000001907348633,0.20549999999999996,0.1576630317447542,0.47,-0.15,0.62,0.21,-0.7275,0.548681433793302,0.16,-1.89,2.05,-0.755,-0.41600000000000004,0.1861352083553074,-0.12,-0.71,0.59,-0.44999999999999996,11.197000000000001,35.90991420060394,76.63,-70.58,147.20999999999998,14.035,3.4189999999999996,31.52946706946076,58.63,-49.66,108.28999999999999,-3.435,-2.501999999999999,21.521138592458104,53.42,-33.08,86.5,-8.35,0.9190000000000002,0.5047344273033721,2.04,0.19,1.85,0.915,2.04,0.9190000000000002,0.5047344273033721,1.85,0.19,0.05263157894736842,76.63,39.152,1.89,0.772,0.09,0.21,0.12,-0.88,-0.8,0.07999999999999996,-0.27,-0.49,-0.21999999999999997,6.37,-20.52,-26.89,-49.66,27.6,77.25999999999999,1.67,19.17,17.5,normal_615.csv,0,normal
20,3.809999942779541,0.16999999999999998,0.19415132459528897,0.57,-0.26,0.83,0.15500000000000003,-0.78,0.8410144250593414,0.51,-2.0,2.51,-0.885,-0.346,0.33426116483341206,0.11,-1.07,1.1800000000000002,-0.27,3.8274999999999997,33.48371212442818,54.95,-59.34,114.29,8.37,-24.739,43.40899287135401,56.72,-115.4,172.12,-28.42,-3.839999999999999,23.543381906152465,43.35,-52.76,96.11,-3.57,1.047,0.7041314171598785,2.27,0.2,2.07,1.0,2.27,1.047,0.7041314171598785,2.07,0.2,0.5263157894736842,115.4,50.8575,2.0,0.9335000000000001,0.17,0.09,-0.08000000000000002,-0.24,-1.26,-1.02,-0.02,-0.66,-0.64,18.08,34.95,16.870000000000005,23.95,5.89,-18.06,2.19,-19.42,-21.610000000000003,normal_616.csv,0,normal
21,4.0,0.1619047619047619,0.23372246463742094,0.99,-0.19,1.18,0.14,-0.8790476190476191,0.8597959337069743,0.26,-2.0,2.26,-0.77,-0.43999999999999995,0.2888771365130858,-0.03,-1.13,1.0999999999999999,-0.41,-1.7876190476190492,42.139134649961896,45.97,-75.81,121.78,12.47,5.049047619047619,18.063636097076884,32.93,-27.98,60.91,5.7,5.8323809523809516,23.426531946654396,41.45,-49.79,91.24000000000001,4.42,1.082857142857143,0.828590024421866,2.36,0.13,2.23,0.98,2.36,1.082857142857143,0.828590024421866,2.23,0.13,0.25,75.81,42.42904761904762,2.0,0.9623809523809524,-0.03,0.18,0.21,0.09,-2.0,-2.09,-0.09,-1.13,-1.0399999999999998,22.47,19.08,-3.3900000000000006,12.43,26.64,14.21,4.42,19.1,14.680000000000001,normal_617.csv,0,normal
20,3.799999952316284,0.033,0.15637673807355848,0.28,-0.19,0.47000000000000003,0.055,-0.9369999999999999,0.4376023188623253,-0.4,-1.87,1.4700000000000002,-0.775,-0.513,0.3606003765651769,0.26,-1.17,1.43,-0.43,-4.0920000000000005,33.16389549209391,42.26,-78.27,120.53,9.91,35.91700000000001,64.00657680845651,169.05,-59.69,228.74,33.120000000000005,19.9595,27.368839652922237,63.4,-37.54,100.94,26.240000000000002,1.105,0.5114324568256661,2.09,0.48,1.6099999999999999,0.8999999999999999,2.09,1.105,0.5114324568256661,1.6099999999999999,0.48,0.2631578947368421,169.05,60.78750000000001,1.87,0.9395,0.21,0.01,-0.19999999999999998,-0.78,-1.3,-0.52,-0.47,-0.75,-0.28,42.26,-34.69,-76.94999999999999,-24.87,-59.69,-34.81999999999999,-37.54,32.64,70.18,normal_618.csv,0,normal
22,4.210000038146973,-0.013636363636363641,0.20760643752165517,0.29,-0.45,0.74,-0.025,-0.7995454545454547,0.36732595195324136,-0.04,-1.36,1.32,-0.815,-0.40272727272727277,0.3046962862258528,0.11,-0.86,0.97,-0.365,2.3104545454545447,26.344308588794753,42.0,-50.27,92.27000000000001,4.34,-38.175909090909094,70.17240582743611,75.22,-218.79,294.01,-36.92,-13.627272727272723,39.756992219017654,68.44,-98.56,167.0,-10.285,0.956818181818182,0.38679866011040354,1.54,0.28,1.26,0.9,1.54,0.956818181818182,0.38679866011040354,1.26,0.28,0.7142857142857143,218.79,66.77545454545456,1.36,0.8322727272727275,-0.03,-0.06,-0.03,-0.79,-0.42,0.37000000000000005,-0.19,0.11,0.3,9.88,34.92,25.04,-52.31,-16.76,35.55,-36.89,-11.36,25.53,normal_619.csv,0,normal
21,4.0,-0.1414285714285714,0.29278466001971,0.37,-0.78,1.15,-0.15,-1.0242857142857142,0.6838681994987882,-0.23,-2.0,1.77,-0.64,-0.44047619047619047,0.3601038210082779,0.06,-1.1,1.1600000000000001,-0.37,-9.57952380952381,38.024072043403045,44.7,-93.26,137.96,-8.03,-12.262857142857142,101.13558187615558,179.83,-218.59,398.42,-30.79,-8.874761904761904,37.706829171788975,58.19,-102.86,161.05,-3.93,1.1842857142857144,0.7294214928871471,2.23,0.43,1.8,0.67,2.23,1.1842857142857144,0.7294214928871471,1.8,0.43,0.45,218.59,84.94428571428571,2.0,1.0419047619047617,0.12,-0.09,-0.21,-0.48,-0.64,-0.16000000000000003,-0.12,-0.18,-0.06,34.54,44.7,10.160000000000004,179.83,36.4,-143.43,7.41,8.46,1.0500000000000007,normal_620.csv,0,normal
22,4.200000047683716,-0.1440909090909091,0.20451240714275667,0.17,-0.54,0.7100000000000001,-0.12000000000000001,-0.9136363636363637,0.3786259047629675,-0.33,-1.73,1.4,-0.84,-0.5486363636363635,0.40511368721273733,0.08,-1.26,1.34,-0.475,-5.0172727272727276,33.4157157468527,49.18,-95.4,144.58,-2.225,-43.19590909090909,71.2969345937645,38.91,-210.02,248.93,-20.159999999999997,-10.909545454545455,28.941388303369397,28.2,-85.51,113.71000000000001,-6.77,1.1245454545454543,0.4847161886607292,2.06,0.53,1.53,0.915,2.06,1.1245454545454543,0.4847161886607292,1.53,0.53,0.2857142857142857,210.02,63.595909090909096,1.73,0.92,-0.1,0.09,0.19,-0.87,-0.84,0.030000000000000027,0.08,-0.66,-0.74,-8.98,-4.79,4.19,-56.33,-2.44,53.89,3.8,-25.53,-29.330000000000002,normal_621.csv,0,normal
24,4.590000152587891,-0.14833333333333334,0.17041296813959006,0.07,-0.53,0.6000000000000001,-0.12,-0.8370833333333333,0.13942363241345537,-0.49,-1.05,0.56,-0.845,-0.51125,0.23931628153699794,-0.07,-1.07,1.0,-0.46,-9.825000000000001,21.005102899678615,46.27,-47.24,93.51,-10.46,-60.62416666666667,56.09227149095045,24.9,-215.18,240.08,-52.985,-23.26,23.642485523716207,18.9,-76.51,95.41,-26.049999999999997,1.0250000000000001,0.18698988579948475,1.47,0.61,0.86,1.025,1.47,1.0250000000000001,0.18698988579948475,0.86,0.61,0.21739130434782608,215.18,67.47541666666666,1.07,0.8616666666666667,-0.28,-0.05,0.23000000000000004,-0.89,-0.69,0.20000000000000007,-0.07,-0.28,-0.21000000000000002,-1.37,9.46,10.830000000000002,-6.98,4.99,11.97,-4.17,-22.98,-18.810000000000002,normal_622.csv,0,normal
22,4.200000047683716,-0.10500000000000002,0.22326047141229027,0.25,-0.73,0.98,-0.075,-0.8731818181818181,0.3565227083348851,-0.24,-1.44,1.2,-0.835,-0.41454545454545444,0.21351318176608858,-0.12,-0.95,0.83,-0.38,-13.912727272727272,36.36213797237558,83.59,-107.59,191.18,-11.870000000000001,-36.89363636363637,76.14665202567093,62.14,-226.09,288.23,-15.535,-11.864090909090908,25.310368035383842,21.32,-77.44,98.75999999999999,-8.03,1.0122727272727272,0.36893581604885745,1.58,0.51,1.07,0.92,1.58,1.0122727272727272,0.36893581604885745,1.07,0.51,0.6190476190476191,226.09,69.65818181818182,1.44,0.8927272727272726,0.05,0.01,-0.04,-1.06,-0.84,0.22000000000000008,-0.16,-0.34,-0.18000000000000002,-24.9,-38.14,-13.240000000000002,-1.78,57.68,59.46,6.05,21.32,15.27,normal_623.csv,0,normal
23,4.3999998569488525,-0.12739130434782608,0.14460659457187935,0.18,-0.42,0.6,-0.14,-0.8960869565217393,0.20542061351894078,-0.55,-1.36,0.81,-0.91,-0.29173913043478267,0.17203731555875904,-0.01,-0.7,0.69,-0.26,-10.0,28.11785747689374,37.64,-86.56,124.2,-6.69,-57.18608695652175,56.46906689339108,36.24,-193.35,229.59,-61.92,-16.316086956521737,27.0049355319172,54.39,-79.98,134.37,-11.96,0.9734782608695652,0.21895638203350365,1.55,0.6,0.9500000000000001,0.95,1.55,0.9734782608695652,0.21895638203350365,0.9500000000000001,0.6,0.6818181818181818,193.35,69.95391304347827,1.36,0.8960869565217393,-0.02,-0.26,-0.24000000000000002,-0.94,-0.62,0.31999999999999995,-0.04,-0.19,-0.15,22.69,-16.12,-38.81,-61.92,-7.44,54.480000000000004,0.2,-10.34,-10.54,normal_624.csv,0,normal
23,4.3999998569488525,-0.15999999999999998,0.20373779941162343,0.13,-0.68,0.81,-0.15,-0.9252173913043478,0.32253075350502897,-0.29,-1.8,1.51,-0.9,-0.47521739130434787,0.2136877408577417,-0.23,-1.15,0.9199999999999999,-0.5,3.5226086956521745,24.536746694293456,43.69,-38.26,81.94999999999999,2.51,-1.9308695652173917,99.37053536742914,172.69,-201.45,374.14,5.54,3.936086956521739,34.50807793956372,54.38,-61.76,116.14,15.28,1.0834782608695652,0.35307234251833347,2.0,0.4,1.6,1.04,2.0,1.0834782608695652,0.35307234251833347,1.6,0.4,0.045454545454545456,201.45,86.29521739130435,1.8,0.9417391304347824,0.07,-0.11,-0.18,-0.29,-1.16,-0.8699999999999999,-0.27,-0.57,-0.29999999999999993,2.51,-2.06,-4.57,172.69,23.2,-149.49,32.65,15.28,-17.369999999999997,normal_625.csv,0,normal
23,4.400000095367432,-0.12652173913043477,0.19944488178332684,0.18,-0.43,0.61,-0.1,-0.9965217391304348,0.48222598149954715,-0.37,-1.73,1.3599999999999999,-0.72,-0.41173913043478255,0.23416490253884692,-0.08,-0.8,0.7200000000000001,-0.41,-2.7991304347826085,22.479429973572707,34.57,-60.82,95.39,-5.11,-6.071739130434781,105.30753200430605,157.24,-223.85,381.09000000000003,-9.71,4.857391304347826,36.173196784534376,74.29,-86.51,160.8,-6.38,1.1121739130434782,0.5164472737475384,1.94,0.38,1.56,0.76,1.94,1.1121739130434782,0.5164472737475384,1.56,0.38,0.3181818181818182,223.85,87.14608695652171,1.73,0.9978260869565219,0.11,-0.13,-0.24,-0.53,-0.67,-0.14,-0.47,-0.08,0.38999999999999996,33.95,-33.87,-67.82,157.24,-18.53,-175.77,31.69,-15.98,-47.67,normal_626.csv,0,normal
21,4.0,-0.17476190476190473,0.41190556014235896,0.28,-1.25,1.53,-0.02,-0.7123809523809523,0.9361511884407602,0.42,-2.0,2.42,-0.96,-0.36523809523809525,0.378465573700159,0.46,-0.93,1.3900000000000001,-0.36,-4.936190476190475,45.01091584007044,71.27,-80.56,151.82999999999998,-16.41,-9.794761904761904,27.58880835031619,26.96,-74.47,101.43,1.02,-3.9300000000000006,35.3507127226595,93.33,-87.08,180.41,1.58,1.108095238095238,0.7790803491785622,2.53,0.19,2.34,1.08,2.53,1.108095238095238,0.7790803491785622,2.34,0.19,0.7,93.33,48.621428571428574,2.0,0.9595238095238094,0.07,0.14,0.07,-1.01,0.41,1.42,-0.53,-0.09,0.44000000000000006,-16.41,31.86,48.269999999999996,-41.92,-59.37,-17.449999999999996,13.29,6.95,-6.339999999999999,normal_627.csv,0,normal
22,4.200000047683716,-0.14590909090909088,0.17500092764132616,0.23,-0.51,0.74,-0.16499999999999998,-0.9422727272727275,0.3020868972770807,-0.5,-1.62,1.12,-0.975,-0.3981818181818182,0.26241799378701813,-0.07,-1.09,1.02,-0.325,-3.924090909090909,31.624856658299795,100.04,-49.27,149.31,-8.41,-69.82090909090908,50.438420249145764,1.46,-224.56,226.02,-67.14,-16.15318181818182,24.04388198320959,27.64,-68.97,96.61,-16.215,1.0713636363636363,0.3288840504109596,1.7,0.54,1.16,1.0950000000000002,1.7,1.0713636363636363,0.3288840504109596,1.16,0.54,1.0,224.56,75.4440909090909,1.62,0.9495454545454547,-0.02,-0.32,-0.3,-0.97,-1.27,-0.30000000000000004,-0.19,-1.09,-0.9000000000000001,-16.08,-49.27,-33.190000000000005,-26.31,-99.02,-72.71,-15.74,7.52,23.259999999999998,normal_628.csv,0,normal
19,3.5899999141693115,-0.1668421052631579,0.10220092582636461,0.04,-0.44,0.48,-0.17,-0.5210526315789474,0.40351090769839043,0.09,-1.27,1.36,-0.54,0.19421052631578947,0.7582385712914849,0.98,-1.08,2.06,0.41,25.911578947368422,52.281202088445376,112.17,-36.69,148.86,1.7,-4.443157894736842,20.276044171668744,31.07,-36.85,67.92,-1.93,-1.7573684210526308,17.311885718618377,20.27,-50.26,70.53,1.95,1.0026315789473685,0.207440543162055,1.72,0.68,1.04,0.97,1.72,1.0026315789473685,0.207440543162055,1.04,0.68,0.3333333333333333,112.17,47.061052631578946,1.27,0.8678947368421052,-0.23,-0.2,0.03,-0.83,-0.13,0.7,-0.6,0.91,1.51,-19.85,-1.32,18.53,-29.31,5.33,34.64,0.88,-2.27,-3.15,normal_629.csv,0,normal
22,4.200000047683716,-0.14818181818181816,0.16994778928321216,0.16,-0.63,0.79,-0.14500000000000002,-0.4777272727272728,0.3912730360561391,-0.0,-1.05,1.05,-0.405,0.5045454545454546,0.4868335715693058,1.19,-0.35,1.54,0.685,5.977272727272725,52.945947925517416,99.66,-110.05,209.70999999999998,2.365,-2.1563636363636363,23.03173432781792,62.3,-46.1,108.4,-0.79,-1.2804545454545455,20.145445302852366,28.15,-46.72,74.87,0.8899999999999999,0.9445454545454546,0.10974981387237814,1.26,0.72,0.54,0.925,1.26,0.9445454545454546,0.10974981387237814,0.54,0.72,0.42857142857142855,110.05,41.333181818181814,1.19,0.8604545454545452,0.05,-0.08,-0.13,-0.95,-0.9,0.04999999999999993,-0.34,0.15,0.49,6.94,-79.93,-86.87,2.18,-39.54,-41.72,4.89,-18.89,-23.78,normal_630.csv,0,normal
19,3.6000001430511475,-0.15210526315789477,0.11974876233962232,0.03,-0.34,0.37,-0.2,-0.5289473684210527,0.3603685572799372,0.04,-1.0,1.04,-0.55,0.5647368421052633,0.4674442143906067,1.16,-0.28,1.44,0.82,24.712105263157895,28.075195770356785,87.24,-29.44,116.67999999999999,26.76,-2.345263157894737,9.639723583186083,12.24,-28.3,40.54,-1.01,3.5147368421052634,6.513992092600063,21.76,-6.09,27.85,1.52,0.9784210526315791,0.06938324788966928,1.19,0.87,0.31999999999999995,0.96,1.19,0.9784210526315791,0.06938324788966928,0.31999999999999995,0.87,0.5555555555555556,87.24,28.527368421052632,1.16,0.9068421052631579,0.0,-0.2,-0.2,-0.95,-0.18,0.77,-0.27,0.89,1.1600000000000001,22.32,0.94,-21.38,-3.08,1.75,4.83,5.37,0.44,-4.93,normal_631.csv,0,normal
24,4.590000152587891,-0.09125,0.09451535417017197,0.04,-0.28,0.32,-0.07,-0.5499999999999999,0.36329410770841325,-0.11,-1.0,0.89,-0.5549999999999999,0.45625,0.541662597532096,1.27,-0.37,1.6400000000000001,0.635,14.1875,20.03646659164886,62.34,-7.86,70.2,3.985,-3.2591666666666668,15.799356045398667,23.73,-48.6,72.33,-1.58,3.112916666666667,15.369513720113385,41.83,-41.0,82.83,0.965,0.9625,0.09204205088129438,1.31,0.8,0.51,0.94,1.31,0.9625,0.09204205088129438,0.51,0.8,0.5652173913043478,62.34,21.43416666666667,1.27,0.9045833333333334,-0.01,-0.07,-0.060000000000000005,-0.95,-0.15,0.7999999999999999,-0.34,0.92,1.26,-0.28,2.76,3.04,-4.7,-2.79,1.9100000000000001,0.05,-0.1,-0.15000000000000002,normal_632.csv,0,normal
22,4.199999809265137,-0.14772727272727273,0.11694246929811739,-0.02,-0.48,0.45999999999999996,-0.11,-0.4540909090909091,0.36143443179205886,-0.08,-0.98,0.9,-0.265,0.6254545454545455,0.49785948747017883,1.25,-0.37,1.62,0.895,18.63818181818182,25.399997119678055,59.36,-15.28,74.64,8.015,-6.325454545454545,12.503117602564162,12.27,-43.34,55.61,-1.6949999999999998,3.9404545454545454,12.741465295592493,29.4,-25.76,55.16,1.21,0.9922727272727275,0.09237252828998449,1.25,0.91,0.33999999999999997,0.955,1.25,0.9922727272727275,0.09237252828998449,0.33999999999999997,0.91,0.42857142857142855,59.36,24.562272727272727,1.25,0.9313636363636366,-0.07,-0.1,-0.03,-0.93,-0.14,0.79,-0.37,0.89,1.26,13.65,-0.27,-13.92,-7.31,0.25,7.56,-6.86,1.22,8.08,normal_633.csv,0,normal
